,658,690,637,XLK,SHV,700,704,QQQ,IEI,LQD,GLD,127,143,603,702,712,170,OIL,701
,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,Adj Close,Adj Close,Adj Close,Adj Close,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,Adj Close,closingIndexPrice
2023-03-09,359.73,400.93,244.49,136.785888671875,103.40937805175781,458.21,589.1,290.2679748535156,110.47171783447266,99.81494140625,170.1999969482422,1644.88,1796.34,353.33,323.23,355.17,1107.47,28.8700008392334,289.69
2023-03-10,,,,134.38076782226562,103.45635223388672,,,286.19158935546875,111.75797271728516,101.24615478515625,173.8699951171875,,,,,,,29.18000030517578,
2023-03-12,360.79,402.52,244.41,,,460.32,593.13,,,,,1624.47,1727.22,352.68,323.51,353.93,1092.34,,289.6
2023-03-13,362.2,404.54,244.36,135.11317443847656,103.57847595214844,463.07,599.15,288.3141174316406,113.10223388671875,101.3314437866211,177.86000061035156,1602.62,1700.75,353.07,324.09,353.69,1078.51,28.379199981689453,289.26
2023-03-14,361.35,404.18,244.46,138.23095703125,103.52210998535156,462.59,597.18,294.93951416015625,112.37691497802734,101.02816009521484,176.8300018310547,1598.95,1728.69,352.85,324.41,353.2,1079.35,27.3799991607666,289.27
2023-03-15,364.45,406.99,244.86,138.3101348876953,103.62544250488281,466.32,605.2,296.48675537109375,113.67281341552734,101.99492645263672,178.2100067138672,1554.78,1714.84,352.45,325.03,352.36,1051.5,26.139999389648438,289.13
2023-03-16,363.62,404.95,244.99,142.19003295898438,103.61604309082031,463.65,598.63,304.3023681640625,112.88946533203125,101.84326171875,178.57000732421875,1526.49,1704.44,352.06,324.97,351.54,1037.12,26.18950080871582,289.07
2023-03-17,,,,141.99205017089844,103.69119262695312,,,302.8641662597656,113.85657501220703,102.3550796508789,183.77000427246094,,,,,,,25.639999389648438,
2023-03-19,363.53,404.98,245.29,,,463.7,598.92,,,,,1513.29,1697.25,352.33,325.03,352.46,1030.31,,289.04
2023-03-20,363.81,404.35,245.57,142.37496948242188,103.67241668701172,462.83,596.75,303.93902587890625,113.53742980957031,102.0517807006836,183.83999633789062,1493.28,1739.1,352.28,324.96,352.17,1021.2,26.0,289.19
2023-03-21,362.63,402.0,245.67,143.52565002441406,103.64423370361328,459.71,589.03,308.280029296875,112.7927474975586,102.54466247558594,180.3699951171875,1509.8,1762.29,351.44,324.75,351.16,1032.52,26.690000534057617,289.3
2023-03-22,362.16,400.51,245.8,142.0972137451172,103.68180847167969,457.65,583.92,304.0880126953125,113.86624145507812,103.14178466796875,183.44000244140625,1574.55,1766.5,350.64,324.51,350.16,1077.47,26.889999389648438,289.68
2023-03-23,363.9,402.72,245.64,144.40846252441406,103.74757385253906,460.65,590.46,307.69390869140625,114.51419067382812,103.43560028076172,185.74000549316406,1646.99,1817.92,352.91,324.85,353.5,1117.74,26.599199295043945,289.35
2023-03-24,,,,144.78541564941406,103.7569580078125,,,308.82635498046875,114.48517608642578,103.75785827636719,183.64999389648438,,,,,,,26.612499237060547,
2023-03-26,362.14,401.55,245.66,,,459.14,586.61,,,,,1620.01,1768.37,351.61,324.82,352.27,1102.4,,289.19
2023-03-27,364.26,403.89,245.97,143.66448974609375,103.7569580078125,462.22,593.94,306.7105407714844,113.547119140625,102.51622772216797,181.9499969482422,1646.73,1795.4,352.74,325.05,353.45,1118.23,27.950000762939453,289.2
2023-03-28,365.77,404.97,245.76,142.98995971679688,103.76634216308594,463.64,597.54,305.0813903808594,113.3343505859375,102.34561920166016,183.44000244140625,1905.05,1772.19,354.28,325.02,355.14,1257.02,28.07509994506836,289.22
2023-03-29,366.14,405.02,245.46,145.98565673828125,103.77574920654297,463.63,597.92,310.64422607421875,113.22795104980469,102.81953430175781,182.52999877929688,1926.92,1732.93,353.77,324.98,354.33,1271.61,27.915000915527344,289.55
2023-03-30,365.79,405.12,245.59,147.68191528320312,103.79452514648438,463.81,598.5,313.58453369140625,113.29564666748047,102.96170806884766,184.17999267578125,1956.28,1732.61,354.05,325.01,354.75,1288.27,28.3700008392334,289.34
2023-03-31,,,,149.79476928710938,103.80392456054688,,,318.7997131347656,113.77920532226562,103.89057159423828,183.22000122070312,,,,,,,28.950000762939453,
2023-04-02,366.23,405.07,245.85,,,463.86,598.85,,,,,1920.31,1761.66,355.66,325.05,356.9,1272.01,,288.88
2023-04-03,367.04,405.54,246.13,149.55670166015625,103.79544830322266,464.4,600.21,318.0249328613281,114.12214660644531,104.5180892944336,184.5399932861328,1973.86,1746.0,356.19,325.2,357.9,1300.35,30.5,289.2
2023-04-04,366.3,405.53,246.12,148.73338317871094,103.8331527709961,464.37,599.64,316.9520568847656,114.72279357910156,104.65118408203125,187.97999572753906,1987.45,1758.63,356.76,325.33,358.78,1312.55,30.43000030517578,289.22
2023-04-05,,,,147.03712463378906,103.88971710205078,,,313.82293701171875,114.94561767578125,104.99346160888672,187.8300018310547,,,,,,,30.489999771118164,
2023-04-06,,,,147.87039184570312,103.88971710205078,,,315.9388427734375,114.93592834472656,104.89837646484375,186.49000549316406,,,,,,,30.579999923706055,
2023-04-09,366.16,405.49,246.3,,,464.37,599.52,,,,,1989.54,1775.09,356.86,325.29,358.84,1319.03,,289.06
2023-04-10,366.48,405.48,246.27,147.79103088378906,103.88029479980469,464.32,599.21,315.760009765625,114.15122985839844,104.4134750366211,185.11000061035156,1980.19,1779.36,357.0,325.4,358.95,1315.69,30.270000457763672,289.2
2023-04-11,,,,146.4022979736328,103.89913177490234,,,313.7335205078125,114.11246490478516,104.38496398925781,186.27999877929688,,,,,,,30.860000610351562,
2023-04-12,,,,145.56903076171875,103.90858459472656,,,310.9621276855469,114.45152282714844,104.1662826538086,187.19000244140625,,,,,,,31.3700008392334,
2023-04-13,365.58,404.5,246.29,148.27708435058594,103.96513366699219,462.92,595.25,317.05145263671875,114.33527374267578,104.346923828125,189.72000122070312,1984.95,1753.3,356.74,325.6,358.68,1317.14,31.020000457763672,289.63
2023-04-14,,,,147.45375061035156,103.9462890625,,,316.45538330078125,113.86058044433594,104.0046615600586,186.36000061035156,,,,,,,31.25,
2023-04-16,363.88,403.2,246.05,,,461.19,590.75,,,,,1995.66,1745.82,356.05,325.56,358.04,1320.79,,289.71
2023-04-17,362.52,402.27,246.15,147.98941040039062,103.9557113647461,459.92,586.9,316.72357177734375,113.40525817871094,103.34862518310547,185.52999877929688,1971.73,1714.06,355.2,325.65,356.81,1308.92,30.6299991607666,289.85
2023-04-18,361.81,402.89,246.03,148.4457244873047,103.97457122802734,460.74,589.16,316.7434387207031,113.47306823730469,103.69088745117188,186.25,1989.97,1721.82,355.18,325.63,356.41,1326.82,30.729999542236328,289.87
2023-04-19,362.45,402.51,246.11,148.0191650390625,103.98399353027344,460.29,587.83,316.5944519042969,113.30835723876953,103.17748260498047,185.36000061035156,1980.27,1715.25,355.45,325.65,356.78,1322.6,29.709999084472656,289.68
2023-04-20,362.93,402.67,246.19,147.0470733642578,104.04056549072266,460.5,588.14,314.1805725097656,113.80245208740234,103.56730651855469,186.08999633789062,1963.9,1710.6,355.66,325.7,356.72,1310.68,29.489999771118164,289.63
2023-04-21,,,,146.57093811035156,104.04998779296875,,,314.5083923339844,113.62806701660156,103.63385009765625,184.25,,,,,,,29.280000686645508,
2023-04-23,362.32,402.04,246.19,,,459.65,585.97,,,,,1964.76,1720.62,355.62,325.63,356.63,1313.52,,289.74
2023-04-24,361.89,402.17,246.22,145.92616271972656,104.05941009521484,459.81,586.22,313.8528137207031,113.9671401977539,104.09024047851562,184.80999755859375,1974.67,1725.63,355.79,325.78,356.8,1317.81,30.09869956970215,289.79
2023-04-25,,,,142.81141662597656,104.08770751953125,,,307.932373046875,114.87779235839844,104.54658508300781,185.75,,,,,,,29.408100128173828,
2023-04-26,,,,144.93418884277344,104.09710693359375,,,309.7998352050781,114.59684753417969,104.09024047851562,184.74000549316406,,,,,,,28.459999084472656,
2023-04-27,362.09,402.8,246.27,148.00926208496094,104.11598205566406,460.64,588.22,318.22357177734375,114.00590515136719,103.70989990234375,184.75,1965.55,1735.0,356.46,325.94,357.51,1316.38,28.57990074157715,289.79
2023-04-28,,,,149.61622619628906,104.12540435791016,,,320.4188537597656,114.49028778076172,104.5180892944336,184.8000030517578,,,,,,,29.34000015258789,
2023-04-30,362.51,403.58,246.36,,,461.66,590.53,,,,,1997.13,1761.97,357.39,326.15,358.87,1331.39,,289.84
2023-05-01,362.26,403.76,246.27,149.70547485351562,104.11406707763672,461.89,591.4,320.0513610839844,113.76344299316406,102.83140563964844,183.97000122070312,2012.53,1785.34,357.97,326.06,359.93,1347.37,28.809999465942383,289.86
2023-05-02,362.57,404.74,246.21,148.3068389892578,104.14244842529297,463.16,594.44,317.260009765625,114.71446228027344,104.07160186767578,187.52000427246094,1984.93,1799.76,358.35,326.14,360.11,1338.26,27.420000076293945,289.94
2023-05-03,364.86,406.02,246.29,147.05697631835938,104.16133880615234,464.88,598.79,315.18389892578125,115.34523010253906,104.2433090209961,189.11000061035156,1972.18,1834.54,359.29,326.42,361.16,1327.28,26.290000915527344,289.86
2023-05-04,367.13,406.81,246.39,146.35269165039062,104.21813201904297,465.94,601.33,314.0713195800781,115.51992797851562,103.95712280273438,190.44000244140625,1964.82,1842.43,359.93,326.48,362.0,1322.37,26.440000534057617,289.79
2023-05-05,,,,150.02293395996094,104.20867156982422,,,320.7467346191406,114.9958724975586,103.5468978881836,187.4600067138672,,,,,,,27.394800186157227,
2023-05-07,366.59,406.14,246.38,,,465.04,598.82,,,,,1992.68,1862.47,360.11,326.54,362.31,1337.64,,289.87
2023-05-08,366.67,406.1,246.45,149.94357299804688,104.21813201904297,464.98,598.41,321.5414123535156,114.58830261230469,102.80278778076172,187.69000244140625,2002.41,1837.63,360.21,326.52,362.56,1336.08,27.969999313354492,289.89
2023-05-09,367.1,406.43,246.5,148.7928924560547,104.21813201904297,465.43,599.05,319.5050354003906,114.50096130371094,102.7646255493164,189.02000427246094,1959.75,1823.64,360.66,326.7,363.1,1311.14,28.21500015258789,289.82
2023-05-10,368.4,407.43,246.61,150.60816955566406,104.2559814453125,466.76,602.32,322.9818115234375,115.16085815429688,103.57553100585938,188.75,1976.51,1858.09,361.63,326.73,364.48,1320.41,28.063499450683594,289.79
2023-05-11,369.72,409.0,246.61,149.93362426757812,104.2938232421875,468.84,607.81,324.0347595214844,115.3064193725586,103.97621154785156,187.1300048828125,1990.49,1887.79,362.58,326.87,365.79,1335.32,27.459999084472656,289.75
2023-05-12,,,,149.73524475097656,104.2938232421875,,,322.87249755859375,114.86002349853516,103.33702087402344,186.80999755859375,,,,,,,26.989999771118164,
2023-05-14,369.61,408.24,246.66,,,467.86,605.45,,,,,2009.98,1877.02,362.52,326.75,365.61,1341.63,,289.67
2023-05-15,369.57,408.06,246.7,150.97520446777344,104.30327606201172,467.63,604.45,324.6208190917969,114.80180358886719,102.78370666503906,187.2100067138672,2011.31,1887.54,362.72,326.84,365.87,1342.23,27.34000015258789,289.66
2023-05-16,369.5,406.51,247.84,151.1339111328125,104.30327606201172,465.53,599.54,324.9884033203125,114.5397720336914,102.26854705810547,184.8699951171875,2016.41,1863.33,362.79,326.65,366.47,1348.75,27.260000228881836,289.83
2023-05-17,368.12,405.8,247.68,153.1475830078125,104.32221221923828,464.58,596.84,328.9220886230469,114.20983123779297,102.25901794433594,184.22999572753906,2044.22,1874.16,362.18,326.58,365.96,1366.16,28.09000015258789,289.86
2023-05-18,366.83,404.4,247.96,156.2821502685547,104.35060119628906,462.63,592.18,335.03125,113.70520782470703,101.82970428466797,181.83999633789062,2008.23,1878.85,361.85,326.46,365.28,1349.38,27.90999984741211,290.28
2023-05-19,,,,156.21270751953125,104.35060119628906,,,334.27630615234375,113.40437316894531,101.70568084716797,183.63999938964844,,,,,,,27.719999313354492,
2023-05-21,365.71,403.63,248.17,,,461.57,589.61,,,,,1999.12,1865.19,361.41,326.49,364.95,1344.52,,290.48
2023-05-22,365.15,404.45,248.07,156.51028442382812,104.35060119628906,462.64,592.2,335.3988342285156,113.33644104003906,101.66753387451172,183.2100067138672,1987.53,1851.38,361.44,326.6,365.2,1339.0,27.84000015258789,290.54
2023-05-23,364.25,403.88,247.98,154.1990509033203,104.3695068359375,461.92,590.47,331.1471862792969,113.4529037475586,101.87741088867188,183.42999267578125,1976.3,1832.52,361.01,326.6,364.54,1323.9,28.23200035095215,290.42
2023-05-24,364.52,403.92,248.61,153.06820678710938,104.3695068359375,461.95,590.62,329.4485778808594,113.21028900146484,101.47673034667969,181.9499969482422,1973.72,1805.89,361.51,326.63,364.97,1318.07,28.56999969482422,290.46
2023-05-25,,,,158.94056701660156,104.41683197021484,,,337.4649963378906,112.61832427978516,101.14282989501953,180.1999969482422,,,,,,,27.989999771118164,
2023-05-26,,,,163.45396423339844,104.43574523925781,,,346.0873718261719,112.54070281982422,101.5721206665039,180.9199981689453,,,,,,,28.18000030517578,
2023-05-28,365.08,403.43,248.63,,,461.32,589.3,,,,,1978.2,1815.04,361.31,326.59,364.51,1327.79,,290.37
2023-05-29,364.97,403.29,248.7,,,461.1,588.82,,,,,1992.72,1810.07,361.11,326.64,363.97,1335.14,,290.54
2023-05-30,365.76,404.44,248.84,164.32687377929688,104.44520568847656,462.6,592.59,347.65692138671875,113.1811752319336,102.33533477783203,182.0399932861328,1977.05,1812.41,361.38,326.7,364.16,1323.82,27.190000534057617,290.61
2023-05-31,367.58,406.25,248.86,162.95797729492188,104.46414947509766,464.99,597.99,345.6800842285156,113.42378997802734,102.66923522949219,182.32000732421875,1976.67,1796.34,362.24,327.21,365.04,1316.35,26.479999542236328,290.65
2023-06-01,368.07,406.34,248.89,164.61453247070312,104.53253173828125,465.1,598.4,349.67340087890625,113.74462890625,102.9841079711914,183.75999450683594,1952.55,1769.69,362.91,327.19,365.97,1301.42,27.290000915527344,290.71
2023-06-02,,,,165.556884765625,104.54204559326172,,,352.2958679199219,113.04459381103516,102.70655822753906,181.0500030517578,,,,,,,28.030000686645508,
2023-06-04,366.64,404.84,248.75,,,463.09,593.41,,,,,1985.34,1818.04,362.84,327.03,366.26,1329.82,,290.77
2023-06-05,366.94,405.93,248.75,164.60462951660156,104.54204559326172,464.5,597.05,352.5442199707031,113.08349609375,102.4864273071289,182.13999938964844,1995.42,1836.86,362.87,327.19,366.48,1337.94,27.969999313354492,290.89
2023-06-06,366.15,405.28,248.73,164.56494140625,104.56106567382812,463.71,595.09,352.484619140625,113.04459381103516,102.6874008178711,182.33999633789062,1981.2,1816.36,361.95,327.2,365.53,1328.79,27.889999389648438,290.66
2023-06-07,366.01,405.98,248.7,162.1049041748047,104.58007049560547,464.57,597.15,346.5046081542969,112.62651824951172,101.76858520507812,180.14999389648438,2001.03,1865.74,361.93,327.36,365.49,1341.45,28.149999618530273,290.89
2023-06-08,365.81,405.46,248.61,163.86065673828125,104.64657592773438,463.89,594.95,350.80584716796875,113.08349609375,102.44813537597656,182.52999877929688,2009.44,1867.78,361.44,327.55,364.71,1345.65,28.420000076293945,290.89
2023-06-09,,,,164.67404174804688,104.64657592773438,,,352.1468811035156,112.7237548828125,102.18016052246094,182.0399932861328,,,,,,,28.420000076293945,
2023-06-11,365.71,406.0,248.21,,,464.57,596.53,,,,,2020.33,1874.02,361.48,327.53,364.59,1349.83,,291.01
2023-06-12,365.83,407.01,248.14,168.25498962402344,104.66559600830078,465.87,599.85,358.09710693359375,112.90848541259766,102.50555419921875,181.8800048828125,1996.74,1909.05,361.61,327.67,364.59,1343.0,28.420000076293945,291.15
2023-06-13,366.72,407.68,248.31,169.27671813964844,104.68460083007812,466.78,601.98,360.8487854003906,112.364013671875,102.04615783691406,180.5399932861328,2013.98,1922.13,361.64,327.71,364.4,1348.82,28.420000076293945,291.08
2023-06-14,366.7,407.13,248.33,171.02255249023438,104.69410705566406,466.05,600.41,363.4712219238281,112.32513427734375,102.36198425292969,180.63999938964844,2006.58,1926.01,361.48,327.69,364.25,1345.18,28.420000076293945,291.06
2023-06-15,367.24,407.49,248.4,173.22470092773438,104.77012634277344,466.52,601.34,367.80230712890625,112.89876556396484,103.2520980834961,181.91000366210938,2024.74,1950.04,362.41,327.72,365.63,1359.14,28.420000076293945,291.11
2023-06-16,,,,171.79627990722656,104.77961730957031,,,365.48773193359375,112.51958465576172,103.07025146484375,181.6300048828125,,,,,,,28.420000076293945,
2023-06-18,368.64,409.54,248.28,,,469.25,607.8,,,,,2017.59,1953.34,363.5,328.02,366.65,1352.31,,291.05
2023-06-19,368.08,408.6,248.21,,,468.0,604.43,,,,,2014.32,1949.67,363.53,328.08,366.72,1346.55,,291.05
2023-06-20,369.62,409.16,248.29,170.63525390625,104.77961730957031,468.58,605.52,364.96453857421875,112.69458770751953,103.44351196289062,179.75,2013.07,1938.22,364.16,328.23,367.44,1345.04,28.420000076293945,291.71
2023-06-21,370.18,409.4,248.37,168.11041259765625,104.78912353515625,468.89,606.43,359.9908752441406,112.74319458007812,103.32866668701172,179.49000549316406,2011.98,1914.13,364.54,328.28,368.02,1344.36,28.420000076293945,291.73
2023-06-22,370.38,409.31,248.5,169.482177734375,104.82714080810547,468.63,605.49,364.2383728027344,112.38346862792969,102.7927017211914,177.7100067138672,1994.82,1910.13,365.29,328.41,369.22,1341.98,28.420000076293945,292.31
2023-06-23,,,,167.64321899414062,104.8366470336914,,,360.62750244140625,112.57791137695312,103.079833984375,178.1999969482422,,,,,,,28.420000076293945,
2023-06-25,370.18,409.42,248.36,,,468.69,606.0,,,,,1951.8,1880.17,364.75,328.34,368.31,1317.38,,292.62
2023-06-26,370.02,410.15,248.46,166.44046020507812,104.85565185546875,469.73,608.53,355.79315185546875,112.79183197021484,103.1946792602539,178.50999450683594,1961.08,1893.4,364.38,328.4,367.61,1319.31,28.420000076293945,292.35
2023-06-27,369.82,409.45,248.4,169.7207489013672,104.8746566772461,468.73,606.44,361.91070556640625,112.47097778320312,103.079833984375,177.69000244140625,1934.41,1878.45,363.88,328.19,366.96,1306.57,28.420000076293945,292.62
2023-06-28,370.02,409.71,248.39,169.8201446533203,104.88416290283203,469.06,606.79,362.61700439453125,112.76264190673828,103.52964782714844,177.27999877929688,1930.06,1885.96,363.58,328.31,366.06,1306.04,28.420000076293945,292.69
2023-06-29,369.52,408.38,248.42,170.1183624267578,104.90316009521484,467.26,602.78,361.89080810546875,112.03346252441406,102.74484252929688,177.08999633789062,1938.06,1893.86,363.49,328.09,366.12,1313.65,28.420000076293945,292.8
2023-06-30,,,,172.82212829589844,104.96018981933594,,,367.4712219238281,112.0626220703125,103.50093841552734,178.27000427246094,,,,,,,28.420000076293945,
2023-07-02,369.65,408.0,248.61,,,466.68,601.27,,,,,1953.86,1922.36,364.45,328.05,367.5,1324.38,,293.1
2023-07-03,369.94,408.8,248.7,172.454345703125,104.95254516601562,467.7,603.67,368.33660888671875,111.75284576416016,103.21097564697266,178.47000122070312,1965.53,1920.93,364.95,328.2,368.51,1329.96,28.420000076293945,293.23
2023-07-04,369.86,408.26,248.72,,,466.98,601.84,,,,,1983.79,1930.38,365.28,328.35,369.3,1342.94,,293.27
2023-07-05,369.7,408.47,248.7,171.39071655273438,104.97162628173828,467.21,602.57,368.32666015625,111.51905822753906,102.47162628173828,177.83999633789062,1986.02,1954.12,365.54,328.35,369.91,1345.46,28.420000076293945,293.45
2023-07-06,368.77,407.26,248.79,170.9334716796875,105.02886962890625,465.56,598.65,365.52154541015625,111.00276184082031,101.43461608886719,177.30999755859375,1956.02,1921.14,365.37,328.17,369.77,1328.12,28.420000076293945,293.57
2023-07-07,,,,170.1879425048828,105.02886962890625,,,364.3079833984375,111.05146026611328,101.33859252929688,178.63999938964844,,,,,,,28.420000076293945,
2023-07-09,367.69,406.56,248.87,,,464.63,596.31,,,,,1939.54,1887.02,364.82,328.17,369.33,1321.05,,293.57
2023-07-10,366.93,406.71,248.86,170.63525390625,105.04795837402344,464.87,596.72,364.4273681640625,111.56776428222656,101.86669921875,178.77999877929688,1948.84,1909.9,364.28,328.37,368.38,1327.25,28.420000076293945,293.49
2023-07-11,367.33,407.38,248.92,171.0030517578125,105.04795837402344,465.74,598.75,366.22784423828125,111.59697723388672,102.34680938720703,179.4499969482422,1959.03,1929.39,364.5,328.41,368.49,1335.57,28.420000076293945,293.54
2023-07-12,368.74,408.68,248.9,172.94140625,105.07657623291016,467.44,602.83,370.8533020019531,112.41525268554688,103.24937438964844,181.8800048828125,1994.6,1961.36,365.37,328.51,369.51,1357.29,28.420000076293945,293.67
2023-07-13,370.1,409.38,248.9,175.19786071777344,105.1338119506836,468.45,604.89,377.14990234375,113.1361083984375,103.97911071777344,182.00999450683594,2023.84,1959.12,365.82,328.76,370.11,1372.69,28.420000076293945,293.37
2023-07-14,,,,174.9394073486328,105.14336395263672,,,377.0703430175781,112.62957000732422,103.17256164550781,181.42999267578125,,,,,,,28.420000076293945,
2023-07-16,371.39,411.66,248.22,,,471.66,611.94,,,,,2002.54,1955.02,366.53,329.19,370.2,1361.36,,292.66
2023-07-17,371.49,411.29,248.29,177.1759796142578,105.15290069580078,471.06,610.41,380.5916442871094,112.76595306396484,103.34540557861328,181.55999755859375,1995.29,1968.62,366.48,329.29,370.04,1362.77,28.420000076293945,293.07
2023-07-18,371.7,411.66,248.14,179.1839141845703,105.16243743896484,471.57,611.26,383.7051086425781,112.795166015625,103.60466003417969,183.63999938964844,2047.37,2005.37,366.98,329.43,370.54,1392.38,28.420000076293945,292.99
2023-07-19,372.23,412.26,248.09,178.73660278320312,105.1815185546875,472.36,612.98,383.6156005859375,112.97052001953125,104.19036102294922,183.6699981689453,2095.82,2027.07,367.56,329.52,371.22,1416.2,28.420000076293945,293.09
2023-07-20,372.28,412.11,248.21,175.16802978515625,105.2292251586914,472.18,612.94,374.7724914550781,112.45420837402344,103.48941802978516,182.74000549316406,2102.38,2008.24,367.43,329.46,370.92,1423.94,28.420000076293945,292.97
2023-07-21,,,,175.07858276367188,105.23875427246094,,,373.6484680175781,112.45420837402344,103.67185974121094,182.17999267578125,,,,,,,28.420000076293945,
2023-07-23,372.03,411.52,248.26,,,471.39,611.02,,,,,2165.9,2020.29,367.24,329.33,370.76,1478.36,,292.98
2023-07-24,370.14,409.33,248.34,175.38673400878906,105.248291015625,468.44,603.46,374.24530029296875,112.22042846679688,103.54701232910156,181.39999389648438,2122.38,1963.44,366.25,329.25,369.68,1449.22,,293.16
2023-07-25,367.68,407.23,248.52,177.39466857910156,105.25784301757812,465.68,596.53,376.7818908691406,112.1035385131836,103.38380432128906,182.41000366210938,2069.1,1897.15,364.89,329.18,367.97,1416.45,,292.97
2023-07-26,368.13,408.26,248.64,175.0089874267578,105.27691650390625,467.04,599.24,375.5284729003906,112.39578247070312,103.86389923095703,183.3000030517578,2134.27,1928.29,365.54,329.39,368.84,1455.09,,293.04
2023-07-27,,,,174.5020294189453,105.31507873535156,,,374.6332702636719,111.76260375976562,102.596435546875,180.4199981689453,,,,,,,,
2023-07-28,,,,176.87777709960938,105.34369659423828,,,381.4570617675781,112.04508209228516,103.26859283447266,181.86000061035156,,,,,,,,
2023-07-30,368.14,408.4,248.62,,,467.22,599.87,,,,,2196.48,1968.91,366.05,329.33,369.45,1498.84,,293.04
2023-07-31,367.96,408.71,248.72,177.28533935546875,105.36279296875,467.61,600.64,381.656005859375,112.14250183105469,103.55664825439453,182.35000610351562,2202.25,1985.12,366.34,329.55,370.01,1511.28,,293.15
2023-08-01,367.88,408.36,248.75,177.58352661132812,105.37906646728516,467.05,599.2,380.7707214355469,111.82820129394531,102.5247573852539,180.4600067138672,2183.27,1975.57,366.7,329.61,370.66,1502.75,,293.52
2023-08-02,367.21,407.86,248.74,173.18991088867188,105.39822387695312,466.44,597.57,372.4150390625,111.81843566894531,101.89847564697266,179.60000610351562,2174.66,1963.83,366.49,329.6,370.66,1507.8,,293.31
2023-08-03,366.48,407.36,248.77,172.48414611816406,105.43656158447266,465.69,595.53,371.81817626953125,111.5353775024414,100.9831771850586,179.5399932861328,2208.82,1957.54,366.36,329.61,370.8,1532.21,,293.65
2023-08-04,,,,170.13824462890625,105.46529388427734,,,370.077392578125,112.25768280029297,102.03336334228516,180.19000244140625,,,,,,,,
2023-08-06,368.04,408.59,248.77,,,467.36,599.94,,,,,2225.41,1979.39,366.88,329.61,371.31,1553.74,,293.5
2023-08-07,366.48,407.77,248.8,170.61537170410156,105.46529388427734,466.28,597.25,373.2107849121094,112.1990966796875,101.78285217285156,179.77999877929688,2248.71,1996.65,366.73,329.6,371.32,1566.66,,293.44
2023-08-08,366.83,408.46,248.84,169.30325317382812,105.48445892333984,467.2,599.51,370.0376281738281,112.46266174316406,102.18751525878906,178.63999938964844,2238.04,1984.63,366.96,329.71,371.18,1554.84,,293.46
2023-08-09,366.96,408.3,248.73,167.11639404296875,105.4940414428711,467.04,598.86,365.9692077636719,112.40409851074219,102.28388214111328,177.7899932861328,2275.95,2017.46,367.17,329.77,371.7,1581.87,,293.24
2023-08-10,366.24,407.89,248.72,167.13626098632812,105.54193878173828,466.44,597.23,366.6455993652344,111.98438262939453,101.56126403808594,177.60000610351562,2292.08,2028.75,367.24,329.78,371.85,1594.28,,293.47
2023-08-11,,,,165.90365600585938,105.56111145019531,,,364.3079833984375,111.57441711425781,101.21441650390625,177.60000610351562,,,,,,,,
2023-08-13,364.73,406.96,248.67,,,465.3,594.38,,,,,2263.49,1986.28,366.47,329.7,370.85,1571.43,,293.06
2023-08-14,364.48,406.99,248.74,168.54779052734375,105.58026123046875,465.2,594.08,368.3963317871094,111.36943817138672,101.17586517333984,177.05999755859375,2249.79,1966.14,366.27,329.69,370.54,1556.71,,293.61
2023-08-15,364.5,407.16,249.06,166.88775634765625,105.59943389892578,465.45,594.59,364.487060546875,111.33039855957031,100.64594268798828,176.58999633789062,2252.73,1966.01,366.38,329.75,370.55,1558.14,,293.56
2023-08-16,364.99,407.66,248.91,165.29730224609375,105.6090087890625,466.13,596.15,360.62750244140625,111.11567687988281,100.1930923461914,175.57000732421875,2250.71,1956.42,366.66,329.83,370.76,1552.35,,293.51
2023-08-17,364.23,407.33,249.17,163.72674560546875,105.65692138671875,465.6,595.12,356.6883850097656,111.17423248291016,99.92333984375,175.3000030517578,2249.96,1951.46,366.55,329.78,370.71,1548.72,,293.82
2023-08-18,,,,163.97525024414062,105.66648864746094,,,356.24078369140625,111.33039855957031,100.29907989501953,175.3300018310547,,,,,,,,
2023-08-20,364.61,407.33,249.27,,,465.6,595.1,,,,,2230.68,1952.08,366.77,329.81,370.83,1533.73,,293.8
2023-08-21,364.49,406.54,249.37,167.1064453125,105.67607879638672,464.46,592.14,361.9803466796875,110.94975280761719,99.70173645019531,175.80999755859375,2241.78,1963.73,366.66,329.82,371.03,1543.33,,294.2
2023-08-22,364.35,406.44,249.37,166.91758728027344,105.69522857666016,464.34,591.74,361.46307373046875,110.87165832519531,100.01004791259766,176.10000610351562,2241.93,1976.34,366.66,329.89,371.04,1544.02,,294.16
2023-08-23,365.81,407.87,249.31,169.92947387695312,105.71439361572266,466.16,596.15,367.162841796875,111.496337890625,101.41673278808594,177.88999938964844,2269.16,1994.02,367.34,330.05,371.61,1569.62,,294.44
2023-08-24,365.79,408.23,249.31,166.0130157470703,105.76229858398438,466.64,597.23,359.314453125,111.28160095214844,101.06986999511719,177.85000610351562,2252.89,1995.11,367.75,330.08,372.16,1555.67,,294.42
2023-08-25,,,,167.70286560058594,105.76229858398438,,,362.0997009277344,111.16446685791016,101.12769317626953,177.6199951171875,,,,,,,,
2023-08-27,365.93,408.03,249.24,,,466.36,596.68,,,,,2239.95,1982.94,367.6,329.99,372.11,1550.39,,294.49
